date,commune,lat,lon,precipitation,temperature_mean,humidity_mean,pressure_mean,temperature,humidity,pressure,soil_moisture,elevation,slope,distance_to_river,in_flood_plain,depression_depth,drainage_density,drainage_state,drainage_coverage,blocked_drainage_pct,impermeable_surface,building_density,population_density,groundwater_level,runoff_coefficient,infiltration_rate,soil_permeability,vegetation_cover,ndvi_avg,informal_settlement_pct,poverty_index,flood_preparedness,antecedent_precip_3d,antecedent_precip_7d,antecedent_precip_14d,soil_saturation_index,flood_occurred,flood_severity
2022-12-16,Commune III,12.6208,-8.0192,0.0,24.0,35.0,1009.2,24.0,35.0,1009.2,0.20199768523602682,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2022-12-17,Commune III,12.6208,-8.0192,0.0,23.8,40.0,1009.6,23.8,40.0,1009.6,0.24386455332021378,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2022-12-18,Commune III,12.6208,-8.0192,0.0,26.5,30.0,1011.1,26.5,30.0,1011.1,0.25466861871383256,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2022-12-19,Commune III,12.6208,-8.0192,0.0,27.7,18.0,1010.9,27.7,18.0,1010.9,0.1934898137663038,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2022-12-20,Commune III,12.6208,-8.0192,0.0,26.9,18.0,1011.2,26.9,18.0,1011.2,0.37058383377892107,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2022-12-21,Commune III,12.6208,-8.0192,0.0,23.8,19.0,1012.3,23.8,19.0,1012.3,0.32581970276267863,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2022-12-22,Commune III,12.6208,-8.0192,0.0,24.0,23.0,1014.3,24.0,23.0,1014.3,0.2801059160196242,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2022-12-23,Commune III,12.6208,-8.0192,0.0,24.7,26.0,1013.6,24.7,26.0,1013.6,0.25360184306418726,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2022-12-24,Commune III,12.6208,-8.0192,0.0,23.9,24.0,1013.8,23.9,24.0,1013.8,0.23938955150494243,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2022-12-25,Commune III,12.6208,-8.0192,0.0,24.1,21.0,1013.9,24.1,21.0,1013.9,0.2024040769988882,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2022-12-26,Commune III,12.6208,-8.0192,0.0,24.0,33.0,1012.7,24.0,33.0,1012.7,0.2538740259259431,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2022-12-27,Commune III,12.6208,-8.0192,0.0,25.2,27.0,1012.4,25.2,27.0,1012.4,0.2628876270071375,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2022-12-28,Commune III,12.6208,-8.0192,0.0,26.5,23.0,1012.2,26.5,23.0,1012.2,0.1879119712259188,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2022-12-29,Commune III,12.6208,-8.0192,0.0,27.2,20.0,1012.1,27.2,20.0,1012.1,0.2667088208622449,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2022-12-30,Commune III,12.6208,-8.0192,0.0,26.6,18.0,1013.8,26.6,18.0,1013.8,0.24223704755876257,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2022-12-31,Commune III,12.6208,-8.0192,0.0,26.2,16.0,1013.8,26.2,16.0,1013.8,0.15460962210613044,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-01,Commune III,12.6208,-8.0192,0.0,26.2,11.0,1012.9,26.2,11.0,1012.9,0.2069807494610249,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-02,Commune III,12.6208,-8.0192,0.0,25.2,15.0,1012.6,25.2,15.0,1012.6,0.22931972332891778,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-03,Commune III,12.6208,-8.0192,0.0,24.7,16.0,1013.3,24.7,16.0,1013.3,0.3443843828670095,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-04,Commune III,12.6208,-8.0192,0.0,23.4,35.0,1013.6,23.4,35.0,1013.6,0.2778276562266879,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-05,Commune III,12.6208,-8.0192,0.0,22.4,25.0,1013.1,22.4,25.0,1013.1,0.18322592154500544,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-06,Commune III,12.6208,-8.0192,0.0,23.9,33.0,1013.2,23.9,33.0,1013.2,0.27430181447088187,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-07,Commune III,12.6208,-8.0192,0.0,25.5,30.0,1013.2,25.5,30.0,1013.2,0.17263480055308172,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-08,Commune III,12.6208,-8.0192,0.0,27.3,17.0,1013.2,27.3,17.0,1013.2,0.3041345526943537,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-09,Commune III,12.6208,-8.0192,0.0,26.8,10.0,1014.1,26.8,10.0,1014.1,0.22644376740910607,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-10,Commune III,12.6208,-8.0192,0.0,27.1,14.0,1014.5,27.1,14.0,1014.5,0.24531819056304147,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-11,Commune III,12.6208,-8.0192,0.0,26.5,22.0,1014.2,26.5,22.0,1014.2,0.3162898323771095,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-12,Commune III,12.6208,-8.0192,0.0,24.8,36.0,1012.4,24.8,36.0,1012.4,0.1856418215707875,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-13,Commune III,12.6208,-8.0192,0.0,26.3,22.0,1011.5,26.3,22.0,1011.5,0.18014409074435045,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-14,Commune III,12.6208,-8.0192,0.0,27.1,12.0,1010.3,27.1,12.0,1010.3,0.22082003368269976,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-15,Commune III,12.6208,-8.0192,0.0,26.5,14.0,1011.1,26.5,14.0,1011.1,0.30191894255096585,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-16,Commune III,12.6208,-8.0192,0.0,26.3,15.0,1011.2,26.3,15.0,1011.2,0.17403269622615786,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-17,Commune III,12.6208,-8.0192,0.0,26.2,18.0,1011.5,26.2,18.0,1011.5,0.10839222009447155,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-18,Commune III,12.6208,-8.0192,0.0,24.3,26.0,1011.7,24.3,26.0,1011.7,0.22744205707955006,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-19,Commune III,12.6208,-8.0192,0.0,24.9,26.0,1012.0,24.9,26.0,1012.0,0.277587039995546,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-20,Commune III,12.6208,-8.0192,0.0,24.8,29.0,1010.4,24.8,29.0,1010.4,0.31001308748694145,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-21,Commune III,12.6208,-8.0192,0.0,24.4,33.0,1010.1,24.4,33.0,1010.1,0.22684193189573004,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-22,Commune III,12.6208,-8.0192,0.0,25.7,38.0,1008.4,25.7,38.0,1008.4,0.2294286696441999,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-23,Commune III,12.6208,-8.0192,0.0,25.1,34.0,1008.5,25.1,34.0,1008.5,0.30769503671278736,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-24,Commune III,12.6208,-8.0192,0.0,26.5,37.0,1008.5,26.5,37.0,1008.5,0.15651291501522896,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-25,Commune III,12.6208,-8.0192,0.0,27.9,37.0,1008.1,27.9,37.0,1008.1,0.23057396124084953,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-26,Commune III,12.6208,-8.0192,0.0,27.9,35.0,1008.4,27.9,35.0,1008.4,0.2595211944962529,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-27,Commune III,12.6208,-8.0192,0.0,29.0,16.0,1009.1,29.0,16.0,1009.1,0.2724609360642517,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-28,Commune III,12.6208,-8.0192,0.0,25.4,26.0,1010.4,25.4,26.0,1010.4,0.22450966534045586,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-29,Commune III,12.6208,-8.0192,0.0,23.6,18.0,1010.7,23.6,18.0,1010.7,0.25172205058529207,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-30,Commune III,12.6208,-8.0192,0.0,24.0,15.0,1011.4,24.0,15.0,1011.4,0.12558363232935052,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-01-31,Commune III,12.6208,-8.0192,0.0,24.6,24.0,1011.7,24.6,24.0,1011.7,0.21708757938330758,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-01,Commune III,12.6208,-8.0192,0.0,25.3,23.0,1011.4,25.3,23.0,1011.4,0.2726754356277234,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-02,Commune III,12.6208,-8.0192,0.0,26.7,26.0,1010.8,26.7,26.0,1010.8,0.20088529828726603,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-03,Commune III,12.6208,-8.0192,0.0,27.3,12.0,1011.8,27.3,12.0,1011.8,0.2529492110794799,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-04,Commune III,12.6208,-8.0192,0.0,26.4,15.0,1012.0,26.4,15.0,1012.0,0.2723436250401349,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-05,Commune III,12.6208,-8.0192,0.0,26.1,23.0,1011.8,26.1,23.0,1011.8,0.23287253995711174,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-06,Commune III,12.6208,-8.0192,0.0,29.2,20.0,1009.4,29.2,20.0,1009.4,0.25852318854982853,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-07,Commune III,12.6208,-8.0192,0.0,27.0,27.0,1008.8,27.0,27.0,1008.8,0.20186337173576938,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-08,Commune III,12.6208,-8.0192,0.0,28.5,31.0,1009.0,28.5,31.0,1009.0,0.23966943601519766,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-09,Commune III,12.6208,-8.0192,0.0,28.6,33.0,1009.1,28.6,33.0,1009.1,0.28051080847946114,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-10,Commune III,12.6208,-8.0192,0.0,29.8,26.0,1008.3,29.8,26.0,1008.3,0.2578486480484217,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-11,Commune III,12.6208,-8.0192,0.0,29.8,34.0,1008.2,29.8,34.0,1008.2,0.2206734365218032,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-12,Commune III,12.6208,-8.0192,0.0,31.6,25.0,1007.5,31.6,25.0,1007.5,0.2612108202145397,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-13,Commune III,12.6208,-8.0192,0.0,30.3,20.0,1008.3,30.3,20.0,1008.3,0.2857304895318309,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-14,Commune III,12.6208,-8.0192,0.0,29.9,19.0,1008.8,29.9,19.0,1008.8,0.14750293607112608,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-15,Commune III,12.6208,-8.0192,0.0,30.5,23.0,1008.2,30.5,23.0,1008.2,0.3079537032477949,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-16,Commune III,12.6208,-8.0192,0.0,29.3,15.0,1008.0,29.3,15.0,1008.0,0.2331872630659464,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-17,Commune III,12.6208,-8.0192,0.0,29.3,17.0,1008.3,29.3,17.0,1008.3,0.27127449666201153,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-18,Commune III,12.6208,-8.0192,0.0,29.1,21.0,1009.6,29.1,21.0,1009.6,0.3098623461822614,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-19,Commune III,12.6208,-8.0192,0.0,28.7,17.0,1009.6,28.7,17.0,1009.6,0.1814163151384767,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-20,Commune III,12.6208,-8.0192,0.0,29.6,23.0,1009.6,29.6,23.0,1009.6,0.21452794987862267,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-21,Commune III,12.6208,-8.0192,0.0,30.7,13.0,1009.4,30.7,13.0,1009.4,0.23557256520621475,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-22,Commune III,12.6208,-8.0192,0.0,31.1,19.0,1009.5,31.1,19.0,1009.5,0.21081232394377858,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-23,Commune III,12.6208,-8.0192,0.0,29.0,28.0,1008.9,29.0,28.0,1008.9,0.3367468287918404,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-24,Commune III,12.6208,-8.0192,0.0,29.1,33.0,1007.9,29.1,33.0,1007.9,0.20716139530866035,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-25,Commune III,12.6208,-8.0192,0.0,29.4,29.0,1008.2,29.4,29.0,1008.2,0.22222266102565666,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-26,Commune III,12.6208,-8.0192,0.0,29.4,30.0,1010.3,29.4,30.0,1010.3,0.26021945158014886,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-27,Commune III,12.6208,-8.0192,0.0,28.9,29.0,1010.8,28.9,29.0,1010.8,0.18989252369619555,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-02-28,Commune III,12.6208,-8.0192,0.0,30.0,24.0,1011.5,30.0,24.0,1011.5,0.2302159644121868,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-03-01,Commune III,12.6208,-8.0192,0.0,30.9,23.0,1010.8,30.9,23.0,1010.8,0.2658726630625088,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-03-02,Commune III,12.6208,-8.0192,0.0,30.0,21.0,1009.8,30.0,21.0,1009.8,0.23335697978087444,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-03-03,Commune III,12.6208,-8.0192,0.0,30.6,22.0,1009.1,30.6,22.0,1009.1,0.2453306570550026,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-03-04,Commune III,12.6208,-8.0192,0.0,28.6,27.0,1008.7,28.6,27.0,1008.7,0.22353339437758146,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
2023-03-05,Commune III,12.6208,-8.0192,0.0,31.9,23.0,1008.0,31.9,23.0,1008.0,0.17427648454096165,340.0,4.0,2000.0,0.0,0.2,2.8,2.0,35.0,40.0,55.0,40.0,6500.0,10.0,0.7,18.0,3.0,20.0,0.3,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0,0.0
